county_id,state,mean_yield,ph,soc,clay,sand,silt,flag_low_ph,flag_high_ph,flag_low_soc,flag_high_sand,flag_high_clay,n_constraints,soil_health_score,soil_tier
ILL_071,Illinois,7697.815625,6.4109375,3.81890625,23.103125,32.64375,44.253125,0,0,0,0,0,0,92.22026361386486,Good
ILL_072,Illinois,6535.1,6.57296875,2.5590625,22.1109375,22.80625,55.0828125,0,0,0,0,0,0,94.65063657374603,Good
ILL_073,Illinois,7590.4421875,6.38265625,3.154375,29.934375,25.1484375,44.9171875,0,0,0,0,0,0,91.7175306993452,Good
ILL_074,Illinois,7032.0578125,6.48046875,3.06578125,31.2734375,28.91875,39.8078125,0,0,0,0,0,0,93.31773450113025,Good
ILL_075,Illinois,7882.6421875,6.175,3.02359375,31.6546875,28.0640625,40.28125,0,0,0,0,0,0,85.36950639486196,Good
ILL_076,Illinois,8219.2953125,5.86203125,3.1165625,27.815625,34.39375,37.790625,0,0,0,0,0,0,76.57215338272692,Good
ILL_077,Illinois,7013.0734375,6.15515625,3.0328125,33.5,30.0875,36.4125,0,0,0,0,0,0,84.0388693870767,Good
ILL_078,Illinois,8030.740624999999,6.30046875,2.3515625,28.95,27.35,43.699999999999996,0,0,0,0,0,0,89.36053655378487,Good
ILL_079,Illinois,6855.775,6.73140625,2.52984375,26.9640625,32.7328125,40.303125,0,0,0,0,0,0,87.80032202916848,Good
ILL_080,Illinois,7863.20625,6.611875,2.45265625,37.4984375,25.309375,37.1921875,0,0,0,0,0,0,90.099496187642,Good
ILL_081,Illinois,7319.18125,6.56609375,3.04328125,29.55625,25.2546875,45.1890625,0,0,0,0,0,0,93.12341476695755,Good
ILL_082,Illinois,7669.3984375,6.53828125,2.790625,32.5546875,22.2109375,45.234375,0,0,0,0,0,0,93.71274775672701,Good
ILL_083,Illinois,8499.7671875,6.68109375,3.05828125,21.41875,37.278125,41.303125,0,0,0,0,0,0,88.95353936349136,Good
ILL_084,Illinois,6997.0109375,6.5684375,3.6578125,32.865625,25.5890625,41.5453125,0,0,0,0,0,0,92.30162015785491,Good
ILL_085,Illinois,7971.4375,6.37921875,2.67703125,23.8390625,19.9578125,56.203125,0,0,0,0,0,0,93.53758707100116,Good
ILL_086,Illinois,8010.8796875,6.728125,3.57796875,23.784375,25.0484375,51.167187500000004,0,0,0,0,0,0,89.94488359177546,Good
ILL_087,Illinois,7655.7453125,6.2675,2.63578125,22.090625,23.9265625,53.9828125,0,0,0,0,0,0,90.28083542301303,Good
ILL_088,Illinois,8267.8203125,6.23265625,2.73125,22.640625,15.8703125,61.4890625,0,0,0,0,0,0,90.37106397849422,Good
ILL_089,Illinois,8011.4578125,5.906875,2.48484375,29.5203125,21.678125,48.8015625,0,0,0,0,0,0,79.84315861986624,Good
ILL_090,Illinois,8327.321875,6.59359375,2.3784375,22.478125,28.971875,48.55,0,0,0,0,0,0,92.96720793209973,Good
ILL_091,Illinois,6997.4671875,6.3409375,2.55703125,22.278125,28.3328125,49.3890625,0,0,0,0,0,0,91.40066547958362,Good
ILL_092,Illinois,8956.0609375,6.5268749999999995,1.5565625,21.4796875,31.1390625,47.38125,0,0,0,0,0,0,87.11114610240679,Good
ILL_093,Illinois,7829.2890625,6.144375,2.34046875,23.721875,23.2421875,53.0359375,0,0,0,0,0,0,86.89895382924746,Good
ILL_094,Illinois,9589.0375,5.91203125,3.1903125,25.6046875,27.059375,47.3359375,0,0,0,0,0,0,79.82091382043895,Good
ILL_095,Illinois,8862.29375,6.326875,2.02453125,30.2234375,24.6546875,45.121875,0,0,0,0,0,0,90.27525587721382,Good
ILL_096,Illinois,8330.99375,6.4965625,2.96859375,22.2109375,24.8609375,52.928125,0,0,0,0,0,0,96.1308788965583,Good
IND_001,Indiana,7433.065625,6.26328125,2.630625,32.2796875,26.6125,41.1078125,0,0,0,0,0,0,87.82483141178452,Good
IND_002,Indiana,8752.85,6.5928125,2.35875,27.996875,37.8578125,34.1453125,0,0,0,0,0,0,90.02157943021858,Good
IND_003,Indiana,6764.64375,6.5853125,2.316875,24.71875,38.5328125,36.7484375,0,0,0,0,0,0,90.6310226891127,Good
IND_004,Indiana,7202.19375,6.3484375,3.0115625,23.8859375,27.0703125,49.04375,0,0,0,0,0,0,91.58333581611446,Good
IND_005,Indiana,8066.1703125,6.4034375,2.03734375,30.5265625,30.3171875,39.15625,0,0,0,0,0,0,91.16749659618168,Good
IND_006,Indiana,8080.684375,6.49203125,2.01765625,25.4015625,26.0125,48.5859375,0,0,0,0,0,0,95.29603873285959,Good
IND_007,Indiana,7457.18125,6.64015625,2.2287500000000002,27.584375,25.290625,47.125,0,0,0,0,0,0,91.55287077995828,Good
IND_008,Indiana,8008.740625,6.544375,2.58328125,26.075,35.125,38.8,0,0,0,0,0,0,92.3266850806773,Good
IND_009,Indiana,6189.828125,6.46640625,2.001875,28.3671875,31.3078125,40.324999999999996,0,0,0,0,0,0,93.04807843586981,Good
IND_010,Indiana,7076.6484375,6.4834375,2.59546875,24.7421875,35.526562500000004,39.731249999999996,0,0,0,0,0,0,93.1918295816772,Good
IND_011,Indiana,7681.596875,6.2671875,2.9323437500000002,21.9296875,36.1453125,41.925,0,0,0,0,0,0,87.80109469925378,Good
IND_012,Indiana,6794.1,6.41953125,2.795625,17.4546875,26.715625,55.8296875,0,0,0,0,0,0,94.42156014688318,Good
IND_013,Indiana,7012.0890625,6.4653125000000005,2.3559375,24.2578125,37.70625,38.0359375,0,0,0,0,0,0,92.25320903479248,Good
IND_014,Indiana,7866.490625,6.618125,2.52140625,27.9421875,18.5234375,53.534375,0,0,0,0,0,0,93.07272013384355,Good
IND_015,Indiana,8300.309375,6.46640625,2.85890625,30.340625,38.659375,31.0,0,0,0,0,0,0,90.90531564387761,Good
IND_016,Indiana,7788.703125,6.28921875,3.41609375,23.2359375,32.5484375,44.215625,0,0,0,0,0,0,89.01989226505307,Good
IND_017,Indiana,7180.846875,6.3084375,1.84796875,21.640625,31.803125,46.55625,0,0,0,0,0,0,87.42321438684326,Good
IND_018,Indiana,6614.85625,6.47671875,1.75015625,26.984375,32.3640625,40.6515625,0,0,0,0,0,0,89.22839910898787,Good
IND_019,Indiana,7317.8703125,6.583125,3.0371875,16.5328125,32.6234375,50.84375,0,0,0,0,0,0,93.26632631206814,Good
IND_020,Indiana,7342.5984375,6.303125,2.9075,24.0515625,41.55625,34.3921875,0,0,0,0,0,0,86.98484862395145,Good
IND_021,Indiana,6592.103125,6.05140625,1.72890625,25.26875,34.359375,40.371875,0,0,0,0,0,0,77.5464012122837,Good
IND_022,Indiana,6836.3796875,6.5385937499999995,3.1628125,27.65,30.675,41.675000000000004,0,0,0,0,0,0,93.18655863794822,Good
IND_023,Indiana,7482.5515625,6.46453125,2.47796875,23.1390625,28.7703125,48.090625,0,0,0,0,0,0,94.43265545561894,Good
IND_024,Indiana,7638.6078125,6.50171875,2.76296875,24.9125,36.8234375,38.2640625,0,0,0,0,0,0,93.23437187796665,Good
IND_025,Indiana,7154.1578125,6.48265625,2.35171875,23.5,22.6703125,53.8296875,0,0,0,0,0,0,95.91889276910523,Good
IND_026,Indiana,8333.30625,6.285625,2.86625,25.7140625,28.734375,45.5515625,0,0,0,0,0,0,89.30766493132353,Good
IND_027,Indiana,7343.8578125,6.83921875,2.33234375,25.11875,33.3203125,41.5609375,0,0,0,0,0,0,85.16024137421604,Good
IND_028,Indiana,7105.96875,6.08609375,2.89171875,28.4609375,26.45625,45.0828125,0,0,0,0,0,0,83.98255172924902,Good
IND_029,Indiana,6470.4671875,6.8334375,3.07140625,21.8890625,30.99375,47.1171875,0,0,0,0,0,0,86.33719249008071,Good
IND_030,Indiana,7708.5328125,6.35359375,2.4196875,25.2484375,28.084375,46.6671875,0,0,0,0,0,0,91.30114047225356,Good
IND_031,Indiana,7331.909375,6.3909375,2.3746875,23.6328125,30.096875,46.2703125,0,0,0,0,0,0,92.15349329669019,Good
IND_032,Indiana,7726.5140625,6.42859375,2.96546875,25.515625,31.3921875,43.0921875,0,0,0,0,0,0,92.55822917056967,Good
IND_033,Indiana,6369.8984375,6.9320312500000005,3.43546875,26.6515625,34.6125,38.7359375,0,0,0,0,0,0,82.151490541251,Good
IND_034,Indiana,7496.2921875,6.384375,1.54828125,27.1625,26.7359375,46.1015625,0,0,0,0,0,0,84.56742199471842,Good
IND_035,Indiana,7210.3234375,6.7803125,3.3165625,18.975,34.3984375,46.6265625,0,0,0,0,0,0,87.3820024344283,Good
IND_036,Indiana,7216.028125,6.62875,2.92,24.4,33.384375,42.215625,0,0,0,0,0,0,90.80096175259119,Good
IND_037,Indiana,6454.7109375,6.5934375,2.429375,28.4078125,31.7171875,39.875,0,0,0,0,0,0,91.37893278982895,Good
IND_038,Indiana,7548.7015625,6.84625,1.47765625,36.5609375,37.3609375,26.078125,0,0,1,0,0,1,72.98610432571667,Good
IND_039,Indiana,7285.959375,6.6375,2.461875,23.225,31.3,45.475,0,0,0,0,0,0,91.21955402639442,Good
IND_040,Indiana,7214.1984375,5.759375,2.735625,24.7953125,31.9671875,43.2375,1,0,0,0,0,1,74.96058917102295,Good
IND_041,Indiana,7947.8515625,6.26171875,1.81875,21.465625,36.1859375,42.3484375,0,0,0,0,0,0,84.72514881105461,Good
IND_042,Indiana,7870.675,6.63265625,2.1475,25.74375,36.0515625,38.2046875,0,0,0,0,0,0,89.83947789187974,Good
IND_043,Indiana,7025.23125,6.49078125,2.05375,23.3671875,28.3328125,48.3,0,0,0,0,0,0,95.1717639877249,Good
IND_044,Indiana,7942.6109375,6.56171875,2.42921875,20.725,35.3484375,43.9265625,0,0,0,0,0,0,92.66838849431377,Good
IND_045,Indiana,7250.503125,6.3034375,2.00921875,27.253125,31.0171875,41.7296875,0,0,0,0,0,0,89.0351085776912,Good
IND_046,Indiana,7487.9140625,6.57046875,3.0528125,18.7578125,16.8296875,64.4125,0,0,0,0,0,0,95.98771755473808,Good
IND_047,Indiana,7994.5046875,6.7046875,1.9732812499999999,25.8140625,34.5078125,39.678125,0,0,0,0,0,0,87.86259269207933,Good
IND_048,Indiana,7449.7484375,6.05765625,2.13765625,22.4796875,29.4578125,48.0625,0,0,0,0,0,0,83.70011356930482,Good
IND_049,Indiana,7039.4828125,6.41140625,2.49953125,27.3609375,27.7546875,44.884375,0,0,0,0,0,0,92.50603505814632,Good
IND_050,Indiana,7307.365625,6.725,2.55453125,24.7984375,36.1890625,39.0125,0,0,0,0,0,0,87.53998879860637,Good
IND_051,Indiana,7843.6046875,5.88546875,2.375625,29.6765625,36.5421875,33.78125,0,0,0,0,0,0,76.30650953723,Good
IND_052,Indiana,8070.3484375,6.555625,2.1615625,22.759375,35.2203125,42.0203125,0,0,0,0,0,0,92.55858808344941,Good
IND_053,Indiana,7105.5,6.135625,1.4168749999999999,21.8109375,25.9625,52.2265625,0,0,1,0,0,1,76.88804963820695,Good
IND_054,Indiana,7320.434375,6.5825,2.7196875,19.478125,37.165625,43.35625,0,0,0,0,0,0,91.84436177130542,Good
IND_055,Indiana,6792.071875,6.58390625,2.01671875,20.5125,37.60625,41.88125,0,0,0,0,0,0,91.55472503514069,Good
IND_056,Indiana,6868.11875,6.6471875,2.18859375,23.359375,32.1421875,44.4984375,0,0,0,0,0,0,90.76187697559956,Good
IND_057,Indiana,7411.309375,5.86125,2.346875,33.69375,36.0,30.306250000000002,0,0,0,0,0,0,74.93786938411978,Good
IND_058,Indiana,7330.3984375,6.78296875,2.75890625,26.94375,34.1328125,38.9234375,0,0,0,0,0,0,86.12993796924216,Good
IND_059,Indiana,6823.25,6.4053125,2.17296875,24.3484375,39.73125,35.9203125,0,0,0,0,0,0,90.12738580348334,Good
IND_060,Indiana,8188.9234375,6.5115625,2.51125,24.9453125,30.9234375,44.13125,0,0,0,0,0,0,94.32897228682535,Good
IND_061,Indiana,6651.440625,6.46546875,3.18421875,24.13125,33.134375,42.734375,0,0,0,0,0,0,93.37931325922094,Good
IND_062,Indiana,8007.3171875,6.63703125,1.94296875,24.9921875,34.503125,40.5046875,0,0,0,0,0,0,89.28451698288293,Good
IND_063,Indiana,7243.55625,6.4315625,2.64703125,27.9328125,31.54375,40.5234375,0,0,0,0,0,0,92.1645976012143,Good
IND_064,Indiana,7491.078125,7.0209375,1.71265625,24.75,42.1359375,33.1140625,0,0,0,0,0,0,73.44167087905606,Good
IND_065,Indiana,7058.4359375,5.959375,3.12671875,18.290625,30.8015625,50.9078125,0,0,0,0,0,0,81.42119961767189,Good
IND_066,Indiana,7012.1078125,6.615625,3.34125,18.53125,32.8875,48.58125,0,0,0,0,0,0,92.11467875301918,Good
IND_067,Indiana,7874.6265625,6.3390625,2.65703125,31.13125,30.9609375,37.9078125,0,0,0,0,0,0,89.21388040753587,Good
IND_068,Indiana,7765.43125,6.58296875,2.2990625,24.134375,25.6171875,50.2484375,0,0,0,0,0,0,93.60674319665284,Good
IND_069,Indiana,7189.91875,6.39078125,2.410625,32.4765625,30.7328125,36.790625,0,0,0,0,0,0,90.33072077148049,Good
IND_070,Indiana,8047.1625,6.82140625,3.0681249999999998,21.6125,22.8234375,55.5640625,0,0,0,0,0,0,88.18944812995869,Good
IND_071,Indiana,7156.159375,6.2009375,2.7725,24.165625,27.29375,48.540625,0,0,0,0,0,0,87.61785602889225,Good
IND_072,Indiana,6713.8453125,6.109375,3.16546875,24.4078125,27.4984375,48.09375,0,0,0,0,0,0,85.13210737905021,Good
IND_073,Indiana,6669.0859375,6.4653125,3.118125,18.153125,31.93125,49.915625,0,0,0,0,0,0,94.50082011535888,Good
IND_074,Indiana,6810.1,6.54890625,2.64796875,25.571875,38.2328125,36.1953125,0,0,0,0,0,0,91.52074519920514,Good
IND_075,Indiana,7058.859375,6.3715625,2.38578125,25.4515625,29.640625,44.9078125,0,0,0,0,0,0,91.4331734382645,Good
IND_076,Indiana,7650.5,6.23171875,2.74,19.35625,35.2953125,45.3484375,0,0,0,0,0,0,87.43615273446254,Good
